uniqueid,plotid,date,year,method,subsample,position,co2_c_flux_kg_ha_day,co2_r2,n2o_n_flux_g_ha_day,n2o_r2,nh3_n_flux_g_ha_day,nh3_r2,ch4_c_flux_g_ha_day,ch4_r2,soil_moisture_5cm,soil_temperature_5cm,soil_nitrate_n_0_10cm,soil_ammonium_n_0_10cm,month,day_of_year,quarter,is_growing_season,season
BRADFORD.A,204.0,2013-05-16,2013.0,PAS,1.0,on_fert_band,16.30675898,0.999556299,2.93864,0.573994,,,,,27.7,26.0,,,5,136,2,1,spring
BRADFORD.A,205.0,2013-05-16,2013.0,PAS,1.0,on_fert_band,16.47808396,0.9996341606,4.99979,0.529222,,,,,31.4333,26.0,,,5,136,2,1,spring
BRADFORD.A,101.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,8.164464832,0.9990195401,68.1694,0.998603,,,,,39.3667,14.0,,,5,144,2,1,spring
BRADFORD.A,102.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,9.568099116,0.999862007,65.9515,0.997824,,,,,35.4,15.0,,,5,144,2,1,spring
BRADFORD.A,103.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,6.162500136,0.9988866939,18.9883,0.99509,,,,,35.8667,15.0,,,5,144,2,1,spring
BRADFORD.A,104.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,10.8766513,0.9990871874,8.94115,0.94132,,,,,38.6,16.0,,,5,144,2,1,spring
BRADFORD.A,105.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,13.29618772,0.9998286376,8.57048,0.947869,,,,,38.1,19.0,,,5,144,2,1,spring
BRADFORD.A,201.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,5.710912802,0.99527825,43.3085,0.99482,,,,,37.3667,17.0,,,5,144,2,1,spring
BRADFORD.A,202.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,9.413344873,0.99851253,20.5454,0.969061,,,,,35.8667,19.0,,,5,144,2,1,spring
BRADFORD.A,203.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,10.1376291,0.999362542,4.06117,0.696725,,,,,37.6,19.0,,,5,144,2,1,spring
BRADFORD.A,204.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,10.38720025,0.9990370186,7.5318,0.94475,,,,,34.6667,20.0,,,5,144,2,1,spring
BRADFORD.A,205.0,2013-05-24,2013.0,PAS,1.0,on_fert_band,9.603206845,0.999637341,24.8512,0.988608,,,,,35.5,20.0,,,5,144,2,1,spring
BRADFORD.A,401.0,2013-05-29,2013.0,PAS,1.0,on_fert_band,15.22199224,0.9998801485,0.118537,0.00486545,,,,,36.2667,24.0,,,5,149,2,1,spring
BRADFORD.A,402.0,2013-05-29,2013.0,PAS,1.0,on_fert_band,15.85091457,0.9998907285,1.89331,0.356788,,,,,37.8,24.0,,,5,149,2,1,spring
BRADFORD.A,301.0,2013-05-30,2013.0,PAS,1.0,on_fert_band,11.2177211,0.998573974,1.55915,0.319279,,,,,41.4,20.0,,,5,150,2,1,spring
BRADFORD.A,303.0,2013-05-30,2013.0,PAS,1.0,on_fert_band,8.197892092,0.9988055997,22.3309,0.99725,,,,,33.9333,21.0,,,5,150,2,1,spring
BRADFORD.A,304.0,2013-05-30,2013.0,PAS,1.0,on_fert_band,10.77483121,0.9988803202,20.86,0.98998,,,,,39.5,22.0,,,5,150,2,1,spring
BRADFORD.A,305.0,2013-05-30,2013.0,PAS,1.0,on_fert_band,12.11952166,0.9951467189,40.5663,0.964368,,,,,40.1333,22.0,,,5,150,2,1,spring
BRADFORD.A,401.0,2013-05-30,2013.0,PAS,1.0,on_fert_band,10.83809467,0.9997643429,0.321014,0.0755437,,,,,40.4333,24.0,,,5,150,2,1,spring
BRADFORD.A,402.0,2013-05-30,2013.0,PAS,1.0,on_fert_band,17.35148462,0.9983177492,59.1809,0.982082,,,,,37.7,23.0,,,5,150,2,1,spring
BRADFORD.A,404.0,2013-05-30,2013.0,PAS,1.0,on_fert_band,14.65534237,0.9979685827,1.8569,0.320907,,,,,42.0333,23.0,,,5,150,2,1,spring
BRADFORD.A,301.0,2013-06-03,2013.0,PAS,1.0,on_fert_band,13.96273513,0.99894919,2.58251,0.834895,,,,,38.9333,24.0,,,6,154,2,1,summer
BRADFORD.A,302.0,2013-06-03,2013.0,PAS,1.0,on_fert_band,15.89684597,0.999407152,1.85966,0.426638,,,,,35.5667,23.0,,,6,154,2,1,summer
BRADFORD.A,303.0,2013-06-03,2013.0,PAS,1.0,on_fert_band,14.49492542,0.9990201409,48.58,0.991946,,,,,33.0667,23.0,,,6,154,2,1,summer
BRADFORD.A,304.0,2013-06-03,2013.0,PAS,1.0,on_fert_band,13.06955136,0.9988486406,36.9133,0.977546,,,,,39.2333,24.0,,,6,154,2,1,summer
BRADFORD.A,401.0,2013-06-03,2013.0,PAS,1.0,on_fert_band,16.08488234,0.9998666177,2.87201,0.43389,,,,,34.3,26.0,,,6,154,2,1,summer
BRADFORD.A,402.0,2013-06-03,2013.0,PAS,1.0,on_fert_band,24.16953864,0.9994819852,43.2915,0.986226,,,,,36.2,26.0,,,6,154,2,1,summer
BRADFORD.A,403.0,2013-06-03,2013.0,PAS,1.0,on_fert_band,18.07692222,0.9997759584,21.5074,0.964059,,,,,35.5333,26.0,,,6,154,2,1,summer
BRADFORD.A,404.0,2013-06-03,2013.0,PAS,1.0,on_fert_band,28.19910175,0.9999024353,20.9476,0.981536,,,,,39.2,25.0,,,6,154,2,1,summer
BRADFORD.A,102.0,2013-06-04,2013.0,PAS,1.0,on_fert_band,8.394576177,0.9996159551,32.2864,0.994203,,,,,38.3,16.0,,,6,155,2,1,summer
BRADFORD.A,103.0,2013-06-04,2013.0,PAS,1.0,on_fert_band,5.782405675,0.997622209,47.16,0.998035,,,,,36.6,17.0,,,6,155,2,1,summer
BRADFORD.A,104.0,2013-06-04,2013.0,PAS,1.0,on_fert_band,15.46520345,0.9988604871,13.3884,0.988553,,,,,37.9667,18.0,,,6,155,2,1,summer
BRADFORD.A,105.0,2013-06-04,2013.0,PAS,1.0,on_fert_band,3.620705757,0.9921764731,3.07065,0.472698,,,,,40.0667,24.0,,,6,155,2,1,summer
BRADFORD.A,201.0,2013-06-04,2013.0,PAS,1.0,on_fert_band,6.922301931,0.9983808828,14.4363,0.985807,,,,,36.2667,18.0,,,6,155,2,1,summer
BRADFORD.A,202.0,2013-06-04,2013.0,PAS,1.0,on_fert_band,12.0602887,0.9996676989,10.1386,0.968683,,,,,37.4333,18.0,,,6,155,2,1,summer
BRADFORD.A,203.0,2013-06-04,2013.0,PAS,1.0,on_fert_band,10.84795901,0.9997586118,5.34874,0.892689,,,,,36.4333,18.0,,,6,155,2,1,summer
BRADFORD.A,204.0,2013-06-04,2013.0,PAS,1.0,on_fert_band,8.297726879,0.997305835,3.20574,0.543436,,,,,36.3,20.0,,,6,155,2,1,summer
BRADFORD.A,302.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,8.910869174,0.9989133385,3.88581,0.789167,,,,,37.0,17.0,,,6,156,2,1,summer
BRADFORD.A,303.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,7.085831503,0.9976473866,16.1989,0.974345,,,,,33.0667,18.0,,,6,156,2,1,summer
BRADFORD.A,304.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,7.167724842,0.9993139578,14.1126,0.969557,,,,,37.9,18.0,,,6,156,2,1,summer
BRADFORD.A,305.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,8.963125782,0.9990102397,19.385,0.992431,,,,,41.3667,18.0,,,6,156,2,1,summer
BRADFORD.A,401.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,9.386688911,0.9978250342,2.88323,0.684017,,,,,32.8,19.0,,,6,156,2,1,summer
BRADFORD.A,402.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,11.95462722,0.9995315635,25.489,0.995453,,,,,32.9,20.0,,,6,156,2,1,summer
BRADFORD.A,403.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,10.36975637,0.999402275,14.9736,0.990957,,,,,34.9333,20.0,,,6,156,2,1,summer
BRADFORD.A,404.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,13.54832331,0.9991215697,64.8401,0.998352,,,,,35.4667,20.0,,,6,156,2,1,summer
BRADFORD.A,405.0,2013-06-05,2013.0,PAS,1.0,on_fert_band,9.620108297,0.9990141907,3.10742,0.590546,,,,,35.2,20.0,,,6,156,2,1,summer
BRADFORD.A,102.0,2013-06-06,2013.0,PAS,1.0,on_fert_band,12.00992853,0.9993082184,43.4951,0.995168,,,,,36.4,19.0,,,6,157,2,1,summer
BRADFORD.A,104.0,2013-06-06,2013.0,PAS,1.0,on_fert_band,13.58568844,0.9998791886,31.9894,0.995319,,,,,37.1,20.0,,,6,157,2,1,summer
BRADFORD.A,105.0,2013-06-06,2013.0,PAS,1.0,on_fert_band,20.05002406,0.9996027202,15.2077,0.986999,,,,,36.1333,21.0,,,6,157,2,1,summer
BRADFORD.A,201.0,2013-06-06,2013.0,PAS,1.0,on_fert_band,7.214595809,0.996890556,22.1179,0.99365,,,,,35.2,21.0,,,6,157,2,1,summer
BRADFORD.A,202.0,2013-06-06,2013.0,PAS,1.0,on_fert_band,12.53230969,0.9990704475,27.5671,0.996374,,,,,34.8667,21.0,,,6,157,2,1,summer
BRADFORD.A,203.0,2013-06-06,2013.0,PAS,1.0,on_fert_band,12.15379858,0.9990070016,8.23314,0.802635,,,,,33.3,23.0,,,6,157,2,1,summer
BRADFORD.A,204.0,2013-06-06,2013.0,PAS,1.0,on_fert_band,11.99326404,0.9988783085,3.9728,0.694471,,,,,35.0667,24.0,,,6,157,2,1,summer
BRADFORD.A,205.0,2013-06-06,2013.0,PAS,1.0,on_fert_band,9.985417278,0.9992783235,32.3229,0.991533,,,,,34.3333,24.0,,,6,157,2,1,summer
BRADFORD.A,301.0,2013-06-07,2013.0,PAS,1.0,on_fert_band,7.992025403,0.9997109692,4.46724,0.873975,,,,,34.7333,16.0,,,6,158,2,1,summer
BRADFORD.A,302.0,2013-06-07,2013.0,PAS,1.0,on_fert_band,9.21487867,0.9994885424,3.77773,0.621595,,,,,35.7,17.0,,,6,158,2,1,summer
BRADFORD.A,303.0,2013-06-07,2013.0,PAS,1.0,on_fert_band,7.529904676,0.9989654709,13.4089,0.984477,,,,,31.0667,19.0,,,6,158,2,1,summer
BRADFORD.A,304.0,2013-06-07,2013.0,PAS,1.0,on_fert_band,7.768756179,0.9978534766,12.2331,0.936557,,,,,35.7667,20.0,,,6,158,2,1,summer
BRADFORD.A,402.0,2013-06-07,2013.0,PAS,1.0,on_fert_band,12.57290433,0.9990484942,18.5292,0.991229,,,,,34.0333,22.0,,,6,158,2,1,summer
BRADFORD.A,403.0,2013-06-07,2013.0,PAS,1.0,on_fert_band,11.82115369,0.9993709708,13.9099,0.961744,,,,,34.9667,22.0,,,6,158,2,1,summer
BRADFORD.A,404.0,2013-06-07,2013.0,PAS,1.0,on_fert_band,14.9818379,0.9993852993,57.478,0.996756,,,,,34.4667,22.0,,,6,158,2,1,summer
BRADFORD.A,405.0,2013-06-07,2013.0,PAS,1.0,on_fert_band,12.31364767,0.9995554935,2.23182,0.29487,,,,,28.6,22.0,,,6,158,2,1,summer
BRADFORD.A,101.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,9.347497765,0.998999621,42.2517,0.99764,,,,,36.2,20.0,,,6,161,2,1,summer
BRADFORD.A,102.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,11.42825,0.9996433572,35.3234,0.993908,,,,,33.0667,20.0,,,6,161,2,1,summer
BRADFORD.A,103.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,9.365938129,0.9986341628,21.1553,0.993426,,,,,32.1,21.0,,,6,161,2,1,summer
BRADFORD.A,104.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,13.07584989,0.9997131005,9.87354,0.976471,,,,,34.1333,22.0,,,6,161,2,1,summer
BRADFORD.A,105.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,16.43723392,0.9996213257,34.882,0.996772,,,,,33.8,22.0,,,6,161,2,1,summer
BRADFORD.A,201.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,6.984005227,0.9976153047,11.6753,0.93829,,,,,32.8,22.0,,,6,161,2,1,summer
BRADFORD.A,202.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,10.30934196,0.9993522339,20.7652,0.997822,,,,,30.2667,22.0,,,6,161,2,1,summer
BRADFORD.A,203.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,11.70184709,0.9988267422,9.49258,0.934447,,,,,30.9667,23.0,,,6,161,2,1,summer
BRADFORD.A,204.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,11.41872652,0.9989577543,2.17041,0.384201,,,,,30.0667,24.0,,,6,161,2,1,summer
BRADFORD.A,205.0,2013-06-10,2013.0,PAS,1.0,on_fert_band,9.82195395,0.9992863952,11.9393,0.962709,,,,,33.3,25.0,,,6,161,2,1,summer
BRADFORD.A,301.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,12.48212776,0.9994845527,1.23084,0.15955,,,,,31.9,21.0,,,6,162,2,1,summer
BRADFORD.A,302.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,13.46869882,0.9998010999,2.51307,0.369343,,,,,31.6667,22.0,,,6,162,2,1,summer
BRADFORD.A,303.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,11.62620922,0.9978134343,17.1042,0.964132,,,,,30.0667,22.0,,,6,162,2,1,summer
BRADFORD.A,304.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,10.99451953,0.9980944486,14.7565,0.979694,,,,,30.4333,22.0,,,6,162,2,1,summer
BRADFORD.A,305.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,12.76673726,0.9996128074,20.4052,0.980517,,,,,31.9667,22.0,,,6,162,2,1,summer
BRADFORD.A,401.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,9.357402108,0.9976803412,1.76092,0.375249,,,,,29.3667,22.0,,,6,162,2,1,summer
BRADFORD.A,402.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,12.27863412,0.9992504795,17.9611,0.981837,,,,,30.4,23.0,,,6,162,2,1,summer
BRADFORD.A,403.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,10.81739452,0.9983122822,10.8871,0.953098,,,,,32.6,25.0,,,6,162,2,1,summer
BRADFORD.A,404.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,12.7417087,0.9989958829,23.9205,0.991908,,,,,29.9667,25.0,,,6,162,2,1,summer
BRADFORD.A,405.0,2013-06-11,2013.0,PAS,1.0,on_fert_band,10.52157494,0.9996001792,3.48622,0.539108,,,,,25.9667,25.0,,,6,162,2,1,summer
BRADFORD.A,101.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,12.59553879,0.9995164782,42.0085,0.999515,,,,,35.3,22.0,,,6,168,2,1,summer
BRADFORD.A,102.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,12.93341567,0.9991662096,41.6278,0.995645,,,,,34.9,22.0,,,6,168,2,1,summer
BRADFORD.A,103.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,11.4149508,0.9992816405,27.0236,0.995303,,,,,35.7333,22.0,,,6,168,2,1,summer
BRADFORD.A,104.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,14.46425752,0.998542663,12.4012,0.987563,,,,,39.4,24.0,,,6,168,2,1,summer
BRADFORD.A,105.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,12.83804017,0.9992683332,11.5957,0.91284,,,,,40.5667,25.0,,,6,168,2,1,summer
BRADFORD.A,201.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,8.489632812,0.9955922562,38.5387,0.990306,,,,,34.1333,25.0,,,6,168,2,1,summer
BRADFORD.A,202.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,13.98785267,0.9989830157,40.6907,0.989789,,,,,35.1,26.0,,,6,168,2,1,summer
BRADFORD.A,203.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,14.2251159,0.9988784538,6.15176,0.783133,,,,,36.1667,26.0,,,6,168,2,1,summer
BRADFORD.A,204.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,14.90280136,0.9981896514,1.96555,0.340862,,,,,32.3,26.0,,,6,168,2,1,summer
BRADFORD.A,205.0,2013-06-17,2013.0,PAS,1.0,on_fert_band,12.13568628,0.9977338821,29.6111,0.973512,,,,,34.0667,26.0,,,6,168,2,1,summer
BRADFORD.A,301.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,12.54474527,0.998169068,3.35692,0.879686,,,,,38.6,22.0,,,6,169,2,1,summer
BRADFORD.A,302.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,13.1653021,0.9998498199,2.52521,0.531733,,,,,34.1333,24.0,,,6,169,2,1,summer
BRADFORD.A,303.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,13.85577807,0.9991431862,17.72,0.994102,,,,,32.7,25.0,,,6,169,2,1,summer
BRADFORD.A,304.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,12.52548048,0.9981282308,20.2258,0.947659,,,,,34.4,26.0,,,6,169,2,1,summer
BRADFORD.A,305.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,16.62104638,0.9982814904,27.1725,0.960993,,,,,36.1333,27.0,,,6,169,2,1,summer
BRADFORD.A,401.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,15.5610044,0.9990796386,1.86106,0.139326,,,,,35.5,27.0,,,6,169,2,1,summer
BRADFORD.A,402.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,19.51457792,0.9996709007,26.9984,0.987816,,,,,33.0,28.0,,,6,169,2,1,summer
BRADFORD.A,403.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,20.61888477,0.9990256179,51.035,0.997148,,,,,37.5667,29.0,,,6,169,2,1,summer
BRADFORD.A,404.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,20.97513087,0.9991547201,189.23,0.998726,,,,,37.5667,29.0,,,6,169,2,1,summer
BRADFORD.A,405.0,2013-06-18,2013.0,PAS,1.0,on_fert_band,19.85414492,0.9986260309,8.85102,0.847532,,,,,38.0667,29.0,,,6,169,2,1,summer
BRADFORD.A,101.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,11.13360242,0.998989542,22.6325,0.993598,,,,,35.7667,21.0,,,6,170,2,1,summer
BRADFORD.A,102.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,11.76265695,0.9998476163,33.0592,0.991973,,,,,35.6,22.0,,,6,170,2,1,summer
BRADFORD.A,103.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,10.68222367,0.9974726647,12.9626,0.957173,,,,,36.0,23.0,,,6,170,2,1,summer
BRADFORD.A,104.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,15.22775193,0.9990246678,1.66405,0.311836,,,,,39.6667,24.0,,,6,170,2,1,summer
BRADFORD.A,105.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,17.10540969,0.9996885831,4.36504,0.590546,,,,,38.3333,25.0,,,6,170,2,1,summer
BRADFORD.A,201.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,11.2677791,0.996574325,55.3614,0.99662,,,,,34.8667,26.0,,,6,170,2,1,summer
BRADFORD.A,202.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,15.2872136,0.9997047815,21.6822,0.963703,,,,,35.3667,27.0,,,6,170,2,1,summer
BRADFORD.A,203.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,16.01615311,0.9993422149,2.21837,0.217719,,,,,33.8667,28.0,,,6,170,2,1,summer
BRADFORD.A,204.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,16.72425776,0.9993011207,8.16812,0.71827,,,,,33.7333,28.0,,,6,170,2,1,summer
BRADFORD.A,205.0,2013-06-19,2013.0,PAS,1.0,on_fert_band,15.12850629,0.9995397176,11.9208,0.765393,,,,,35.5333,29.0,,,6,170,2,1,summer
BRADFORD.A,301.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,13.59305435,0.9994638881,5.23289,0.874739,,,,,33.0333,23.0,,,6,171,2,1,summer
BRADFORD.A,302.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,14.89819872,0.9996105434,2.61962,0.307413,,,,,31.7,23.0,,,6,171,2,1,summer
BRADFORD.A,303.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,15.95592401,0.9994879552,11.8848,0.878017,,,,,29.0333,25.0,,,6,171,2,1,summer
BRADFORD.A,304.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,14.36058244,0.998955557,10.0416,0.816828,,,,,32.6,27.0,,,6,171,2,1,summer
BRADFORD.A,305.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,17.00939758,0.9972637995,23.7513,0.988352,,,,,32.5333,27.0,,,6,171,2,1,summer
BRADFORD.A,401.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,15.11489636,0.999333199,-1.41713,0.264675,,,,,29.6,26.0,,,6,171,2,1,summer
BRADFORD.A,402.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,17.84825094,0.9995977759,13.6073,0.968939,,,,,29.4,27.0,,,6,171,2,1,summer
BRADFORD.A,403.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,18.55717745,0.9992526145,7.60113,0.565538,,,,,33.6,29.0,,,6,171,2,1,summer
BRADFORD.A,404.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,20.82307573,0.9993765303,24.5411,0.966845,,,,,32.1,30.0,,,6,171,2,1,summer
BRADFORD.A,405.0,2013-06-20,2013.0,PAS,1.0,on_fert_band,16.89910733,0.9989944017,4.68656,0.48149,,,,,29.7333,29.0,,,6,171,2,1,summer
BRADFORD.A,301.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,13.03282967,0.9994496791,3.75946,0.777166,,,,,18.5,26.0,,,6,179,2,1,summer
BRADFORD.A,302.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,11.4889753,0.9995540655,4.34837,0.55801,,,,,16.1,26.0,,,6,179,2,1,summer
BRADFORD.A,303.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,15.77608704,0.9992378005,7.00835,0.953097,,,,,19.8667,27.0,,,6,179,2,1,summer
BRADFORD.A,304.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,11.39199292,0.9992821941,6.34715,0.817906,,,,,21.7667,28.0,,,6,179,2,1,summer
BRADFORD.A,305.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,15.74470267,0.9991348548,14.1838,0.975881,,,,,17.9333,28.0,,,6,179,2,1,summer
BRADFORD.A,401.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,17.21124876,0.9998468658,6.87643,0.703157,,,,,16.9,30.0,,,6,179,2,1,summer
BRADFORD.A,402.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,17.57529204,0.9996791585,17.6241,0.964956,,,,,18.0,31.0,,,6,179,2,1,summer
BRADFORD.A,403.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,17.5736049,0.9991700033,11.049,0.688578,,,,,21.9333,31.0,,,6,179,2,1,summer
BRADFORD.A,404.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,19.47656323,0.9991291694,18.5925,0.96496,,,,,20.5333,33.0,,,6,179,2,1,summer
BRADFORD.A,405.0,2013-06-28,2013.0,PAS,1.0,on_fert_band,19.69888432,0.9995084046,13.4774,0.943175,,,,,19.8667,35.0,,,6,179,2,1,summer
BRADFORD.A,101.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,12.80187234,0.9996276448,6.96584,0.934323,,,,,23.2,25.0,,,6,180,2,1,summer
BRADFORD.A,102.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,10.08468626,0.9996400777,6.33877,0.956768,,,,,16.6667,25.0,,,6,180,2,1,summer
BRADFORD.A,103.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,11.79357307,0.9995185928,6.6107,0.898737,,,,,15.8,26.0,,,6,180,2,1,summer
BRADFORD.A,104.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,12.3807583,0.9987009778,3.78313,0.764089,,,,,19.4333,26.0,,,6,180,2,1,summer
BRADFORD.A,105.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,9.081121035,0.9992431374,2.8254,0.730231,,,,,19.8667,26.0,,,6,180,2,1,summer
BRADFORD.A,301.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,12.56228258,0.9989914873,6.14734,0.84435,,,,,14.0667,30.0,,,6,180,2,1,summer
BRADFORD.A,302.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,11.41785375,0.9991201546,5.86479,0.593761,,,,,15.7,29.0,,,6,180,2,1,summer
BRADFORD.A,303.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,13.20428247,0.9994704844,8.28382,0.973346,,,,,15.8667,29.0,,,6,180,2,1,summer
BRADFORD.A,304.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,9.714841632,0.9990263115,6.68345,0.883472,,,,,17.8667,30.0,,,6,180,2,1,summer
BRADFORD.A,305.0,2013-06-29,2013.0,PAS,1.0,on_fert_band,11.91362818,0.9985242816,11.361,0.947856,,,,,16.3333,27.0,,,6,180,2,1,summer
BRADFORD.A,301.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,11.52016891,0.999064518,5.32708,0.846542,,,,,21.7667,22.0,,,6,181,2,1,summer
BRADFORD.A,302.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,10.44887817,0.9982288288,2.82799,0.625391,,,,,25.3333,23.0,,,6,181,2,1,summer
BRADFORD.A,303.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,14.38432695,0.999567444,6.09048,0.916844,,,,,19.3667,23.0,,,6,181,2,1,summer
BRADFORD.A,304.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,9.951622527,0.9993288996,5.34133,0.701363,,,,,20.2333,23.0,,,6,181,2,1,summer
BRADFORD.A,305.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,11.27075643,0.999247916,9.82432,0.934429,,,,,18.7333,22.0,,,6,181,2,1,summer
BRADFORD.A,401.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,14.60214112,0.9994277476,6.33278,0.820934,,,,,17.9,23.0,,,6,181,2,1,summer
BRADFORD.A,402.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,13.44540986,0.9998083546,5.94361,0.597029,,,,,18.8667,24.0,,,6,181,2,1,summer
BRADFORD.A,403.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,11.74226404,0.9983912927,4.61239,0.711139,,,,,21.1,25.0,,,6,181,2,1,summer
BRADFORD.A,404.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,12.3787384,0.9995465013,7.88177,0.85612,,,,,21.6,29.0,,,6,181,2,1,summer
BRADFORD.A,405.0,2013-06-30,2013.0,PAS,1.0,on_fert_band,16.86821956,0.9998491995,2.4915,0.218521,,,,,17.9,28.0,,,6,181,2,1,summer
BRADFORD.A,101.0,2013-07-01,2013.0,PAS,1.0,on_fert_band,11.66779804,0.9996898955,8.01378,0.880714,,,,,24.6333,22.0,,,7,182,3,1,summer
BRADFORD.A,102.0,2013-07-01,2013.0,PAS,1.0,on_fert_band,10.04025899,0.9983393859,4.43395,0.943969,,,,,21.7667,21.0,,,7,182,3,1,summer
BRADFORD.A,103.0,2013-07-01,2013.0,PAS,1.0,on_fert_band,10.22430401,0.9995823843,4.48495,0.806973,,,,,18.5,22.0,,,7,182,3,1,summer
BRADFORD.A,104.0,2013-07-01,2013.0,PAS,1.0,on_fert_band,11.44382076,0.9989938688,1.50756,0.262296,,,,,18.8,22.0,,,7,182,3,1,summer
